Test miscellaneous vector instructions


Throughput unaligned read movdqu xmm,[m]

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9092      10371      10227      10148      10127       3293          0 
      8772       9997      10227      10136      10127       3297          0 
      8784       9998      10227      10158      10127       3294          0 
      8781       9996      10227      10161      10127       3294          0 
      8767       9996      10227      10136      10127       3297          0 
     42222      12350      10227      10668      10494       3366          0 
      8491       9998      10227      10132      10127       3295          0 
      8494       9995      10227      10132      10127       3295          0 
      8503       9997      10227      10132      10127       3292          0 
      8495       9995      10227      10132      10127       3295          0 


Throughput: blendps r128,r128,i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      3204       3764      10227      10127       3325       3329          0 
      2864       3365      10227      10127       3326       3333          0 
      2869       3369      10227      10127       3326       3332          0 
      2859       3365      10227      10127       3327       3333          0 
      2863       3368      10227      10127       3327       3333          0 
      2855       3357      10227      10127       3330       3332          0 
      2853       3355      10227      10127       3330       3332          0 
      2849       3355      10227      10127       3330       3332          0 
      2847       3355      10227      10127       3330       3332          0 
      2847       3356      10227      10127       3330       3332          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      3324       3785      10227      10127          0          0       3347 
      2956       3372      10227      10127          0          0       3341 
      2957       3374      10227      10127          0          0       3343 
      2952       3370      10227      10127          0          0       3341 
      2940       3359      10227      10127          0          0       3340 
      2940       3359      10227      10127          0          0       3340 
      2940       3358      10227      10127          0          0       3340 
      2940       3361      10227      10127          0          0       3340 
      2936       3360      10227      10127          0          0       3340 
      2942       3359      10227      10127          0          0       3340 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      3227       3800      10227      10127        101          0      10152 
      2866       3368      10227      10127        109          0      10165 
      2852       3356      10227      10127        100          0      10150 
      2856       3356      10227      10127        100          0      10150 
      2858       3357      10227      10127        100          0      10150 
      2858       3360      10227      10127        100          0      10150 
      2857       3357      10227      10127        100          0      10150 
      2854       3356      10227      10127        100          0      10150 
      2853       3356      10227      10127        100          0      10150 
      2852       3356      10227      10127        100          0      10150 


Throughput: blendps r128,[m128],i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5091       5795      10227      20127       3339       3566       5006 
      4512       5140      10227      20127       3263       3483       5005 
      4514       5143      10227      20127       3284       3513       5006 
      4480       5108      10227      20127       3290       3505       5006 
      4481       5111      10227      20127       3290       3505       5006 
      4473       5108      10227      20127       3290       3505       5006 
      4475       5108      10227      20127       3290       3505       5006 
      4470       5109      10227      20127       3290       3505       5006 
      4468       5108      10227      20127       3290       3505       5006 
      4468       5108      10227      20127       3290       3505       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5757       6577      10227      20127       5006          0       3158 
      4500       5140      10227      20127       5006          0       3253 
      4504       5141      10227      20127       5006          0       3205 
      4477       5108      10227      20127       5006          0       3206 
      4481       5108      10227      20127       5006          0       3206 
      4486       5109      10227      20127       5006          0       3206 
      4488       5110      10227      20127       5006          0       3206 
      4491       5108      10227      20127       5006          0       3206 
      4486       5109      10227      20127       5006          0       3206 
      4482       5109      10227      20127       5006          0       3206 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5037       5923      10227      20127        103          0      20156 
      4378       5145      10227      20127        105          0      20160 
      4376       5149      10227      20127        105          0      20160 
      4372       5146      10227      20127        104          0      20161 
      4368       5145      10227      20127        104          0      20161 
      4338       5114      10227      20127        101          0      20154 
      4337       5116      10227      20127        101          0      20154 
      4334       5114      10227      20127        101          0      20154 
      4334       5116      10227      20127        101          0      20154 
      4330       5114      10227      20127        101          0      20154 


Latency: blendpd r128,r128,i

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8862      10428      10227      10146      10127       3304          0 
      8501       9996      10227      10152      10127       3297          0 
      8507       9998      10227      10132      10127       3296          0 
      8498       9997      10227      10132      10127       3296          0 
      8489       9997      10227      10132      10127       3296          0 
      8479       9995      10227      10132      10127       3296          0 
      8472       9998      10227      10132      10127       3296          0 
      8477       9998      10227      10132      10127       3296          0 
      8487       9997      10227      10132      10127       3296          0 
      8495       9997      10227      10132      10127       3296          0 


Throughput: blendpd r128,r128,i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      3313       3786      10227      10127       3323       3329          0 
      2952       3373      10227      10127       3326       3332          0 
      2948       3372      10227      10127       3327       3333          0 
      2942       3356      10227      10127       3330       3332          0 
      2943       3356      10227      10127       3330       3332          0 
      2944       3356      10227      10127       3330       3332          0 
      2946       3357      10227      10127       3330       3332          0 
      2948       3358      10227      10127       3330       3332          0 
      2946       3356      10227      10127       3330       3332          0 
      2948       3356      10227      10127       3330       3332          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4056       4785      10227      10127          0          0       3345 
      2852       3366      10227      10127          0          0       3341 
      2855       3360      10227      10127          0          0       3339 
      2852       3357      10227      10127          0          0       3339 
      2851       3356      10227      10127          0          0       3339 
      2854       3356      10227      10127          0          0       3339 
      2853       3356      10227      10127          0          0       3339 
      2856       3359      10227      10127          0          0       3339 
      2855       3358      10227      10127          0          0       3339 
      2858       3356      10227      10127          0          0       3339 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      3213       3790      10227      10127        101          0      10148 
      2855       3371      10227      10127        109          0      10167 
      2855       3366      10227      10127        109          0      10165 
      2845       3357      10227      10127        100          0      10150 
      2853       3359      10227      10127        100          0      10150 
      2848       3357      10227      10127        100          0      10150 
      2851       3356      10227      10127        100          0      10150 
      2856       3356      10227      10127        100          0      10150 
      2857       3356      10227      10127        100          0      10150 
      2856       3360      10227      10127        100          0      10150 


Throughput: blendpd r128,[m128],i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5079       5785      10227      20127       3268       3520       5005 
      4514       5141      10227      20127       3284       3513       5006 
      4487       5108      10227      20127       3290       3505       5006 
      4485       5108      10227      20127       3290       3505       5006 
      4482       5109      10227      20127       3290       3505       5006 
      4476       5108      10227      20127       3290       3505       5006 
      4476       5108      10227      20127       3290       3505       5006 
      4475       5108      10227      20127       3290       3505       5006 
      4469       5108      10227      20127       3290       3505       5006 
      4469       5108      10227      20127       3290       3505       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5349       6501      10227      20127       5006          0       3151 
      4235       5146      10227      20127       5005          0       3255 
      4237       5146      10227      20127       5006          0       3253 
      4241       5146      10227      20127       5006          0       3205 
      4219       5113      10227      20127       5006          0       3206 
      4220       5116      10227      20127       5006          0       3261 
      4221       5114      10227      20127       5006          0       3285 
      4219       5114      10227      20127       5006          0       3250 
      4216       5114      10227      20127       5006          0       3242 
      4215       5114      10227      20127       5006          0       3247 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4687       5896      10227      20127        101          0      20155 
      4230       5139      10227      20127        103          0      20161 
      4225       5140      10227      20127        103          0      20161 
      4199       5108      10227      20127        100          0      20154 
      4197       5108      10227      20127        100          0      20154 
      4205       5109      10227      20127        100          0      20154 
      4207       5110      10227      20127        100          0      20154 
      4205       5108      10227      20127        100          0      20154 
      4209       5109      10227      20127        100          0      20154 
      4209       5109      10227      20127        100          0      20154 


Latency: vblendps r128,r128,i

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8848      10397      10227      10147      10127       3304          0 
      8499       9996      10227      10133      10127       3295          0 
      8491       9996      10227      10149      10127       3297          0 
      8483       9997      10227      10132      10127       3295          0 
      8473       9997      10227      10133      10127       3295          0 
      8473       9996      10227      10133      10127       3295          0 
      8480       9996      10227      10133      10127       3295          0 
      8491       9996      10227      10133      10127       3295          0 
      8499       9996      10227      10132      10127       3295          0 
      8509       9997      10227      10132      10127       3295          0 


Throughput: vblendps r128,r128,i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      3196       3756      10227      10127       3323       3332          0 
      2877       3380      10227      10127       3328       3333          0 
      2855       3357      10227      10127       3328       3333          0 
      2852       3358      10227      10127       3328       3333          0 
      2857       3361      10227      10127       3328       3333          0 
      2849       3358      10227      10127       3328       3333          0 
      2849       3357      10227      10127       3328       3333          0 
      2849       3357      10227      10127       3328       3333          0 
      2845       3357      10227      10127       3328       3333          0 
      2849       3360      10227      10127       3328       3333          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      3329       3803      10227      10127          0          0       3347 
      2962       3384      10227      10127          0          0       3340 
      2944       3361      10227      10127          0          0       3340 
      2950       3365      10227      10127          0          0       3340 
      2948       3362      10227      10127          0          0       3340 
      2946       3357      10227      10127          0          0       3340 
      2946       3361      10227      10127          0          0       3340 
      2950       3359      10227      10127          0          0       3340 
      2954       3361      10227      10127          0          0       3340 
      2949       3361      10227      10127          0          0       3340 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      3453       3809      10227      10127        101          0      10156 
      3061       3379      10227      10127        104          0      10152 
      3065       3381      10227      10127        104          0      10152 
      3047       3356      10227      10127        100          0      10142 
      3051       3359      10227      10127        100          0      10142 
      3047       3358      10227      10127        100          0      10142 
      3044       3358      10227      10127        100          0      10142 
      3039       3356      10227      10127        100          0      10142 
      3039       3356      10227      10127        100          0      10142 
      3039       3357      10227      10127        100          0      10142 


Throughput: vblendps r128,[m128],i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      5783       6788      10227      20127       3335       3548       5006 
      4380       5143      10227      20127       3264       3483       5006 
      4380       5145      10227      20127       3250       3485       5005 
      4372       5142      10227      20127       3285       3513       5006 
      4346       5113      10227      20127       3291       3505       5006 
      4345       5113      10227      20127       3291       3505       5006 
      4342       5111      10227      20127       3291       3505       5006 
      4340       5113      10227      20127       3291       3505       5006 
      4334       5113      10227      20127       3291       3505       5006 
      4334       5112      10227      20127       3291       3505       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
     20508      13213      10228      20421       5025          2       2681 
      4859       5348      10227      20127       5006          0       3182 
      4669       5144      10227      20127       5006          0       3205 
      4637       5112      10227      20127       5006          0       3206 
      4637       5112      10227      20127       5006          0       3206 
      4633       5110      10227      20127       5006          0       3206 
      4631       5112      10227      20127       5006          0       3206 
      4627       5111      10227      20127       5006          0       3206 
      4619       5111      10227      20127       5006          0       3206 
      4623       5113      10227      20127       5006          0       3206 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5276       6029      10227      20127        102          0      20155 
      4706       5375      10227      20127        103          0      20159 
      4505       5142      10227      20127        103          0      20159 
      4482       5112      10227      20127        101          0      20154 
      4486       5113      10227      20127        101          0      20154 
      4486       5111      10227      20127        101          0      20154 
      4489       5112      10227      20127        101          0      20154 
      4494       5112      10227      20127        101          0      20154 
      4492       5111      10227      20127        101          0      20154 
      4495       5113      10227      20127        101          0      20154 


Latency: vblendps r256,r256,i

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     10035      11443      10227      10147      10127       3287          0 
      8754       9995      10227      10158      10127       3294          0 
      8740       9995      10227      10147      10127       3296          0 
      8752       9996      10227      10136      10127       3294          0 
      8758       9996      10227      10136      10127       3295          0 
      8768       9998      10227      10136      10127       3294          0 
      8775       9995      10227      10136      10127       3295          0 
      8782       9997      10227      10136      10127       3294          0 
      8770       9995      10227      10137      10127       3295          0 
      8762       9998      10227      10136      10127       3294          0 


Throughput: vblendps r256,r256,i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      6828       7754      10227      10316       3325       3319         -1 
      6607       7537      10227      10316       3328       3316          0 
      6364       7238      10227      10316       3355       3344          1 
      6567       7206      10227      10295       3337       3338          1 
      6621       7293      10227      10295       3351       3321          1 
      6155       7319      10227      10295       3334       3336         -1 
      5916       6771      10227      10274       3293       3331          0 
      5873       6970      10227      10295       3341       3311          0 
      5896       6768      10227      10295       3316       3335          1 
      5937       6782      10227      10274       3309       3316         -1 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      3737       4275      10227      10127          0          0       3346 
      2964       3391      10227      10127          0          0       3341 
      2960       3385      10227      10127          0          0       3340 
      2941       3360      10227      10127          0          0       3340 
      2940       3359      10227      10127          0          0       3340 
      2940       3356      10227      10127          0          0       3340 
      2946       3360      10227      10127          0          0       3340 
      2942       3359      10227      10127          0          0       3340 
      2948       3363      10227      10127          0          0       3340 
      2946       3358      10227      10127          0          0       3340 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      3492       3989      10227      10127        102          0      10151 
      2959       3382      10227      10127        104          0      10156 
      2936       3359      10227      10127        100          0      10146 
      2936       3358      10227      10127        100          0      10146 
      2940       3358      10227      10127        100          0      10146 
      2940       3357      10227      10127        100          0      10146 
      2942       3362      10227      10127        100          0      10146 
      2940       3359      10227      10127        100          0      10146 
      2944       3358      10227      10127        100          0      10146 
      2946       3356      10227      10127        100          0      10146 


Throughput: vblendps r256,[m256],i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4931       5800      10227      20127       3451       3464       5006 
      4367       5134      10227      20127       3412       3425       5006 
      4336       5105      10227      20127       3408       3418       5006 
      4334       5105      10227      20127       3408       3418       5006 
      4328       5105      10227      20127       3408       3418       5006 
      4330       5105      10227      20127       3408       3418       5006 
      4329       5104      10227      20127       3408       3418       5006 
      4334       5107      10227      20127       3408       3418       5006 
      4333       5104      10227      20127       3408       3418       5006 
      4334       5104      10227      20127       3408       3418       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      5071       5770      10227      20127       5005          0       3100 
      4514       5143      10227      20127       5006          0       3118 
      4512       5141      10227      20127       5006          0       3164 
      4480       5110      10227      20127       5006          0       3175 
      4477       5110      10227      20127       5006          0       3175 
      4473       5113      10227      20127       5006          0       3175 
      4476       5110      10227      20127       5006          0       3175 
      4472       5110      10227      20127       5006          0       3175 
      4474       5114      10227      20127       5006          0       3175 
      4476       5110      10227      20127       5006          0       3175 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4992       5707      10227      20127        101          0      20156 
      4492       5137      10227      20127        102          0      20159 
      4470       5107      10227      20127        100          0      20154 
      4472       5104      10227      20127        100          0      20154 
      4473       5105      10227      20127        100          0      20154 
      4477       5106      10227      20127        100          0      20154 
      4478       5105      10227      20127        100          0      20154 
      4482       5105      10227      20127        100          0      20154 
      4484       5105      10227      20127        100          0      20154 
      4479       5105      10227      20127        100          0      20154 


Latency: vblendpd r128,r128,i

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9115      10402      10227      10144      10127       3297          0 
      8746       9994      10227      10136      10127       3295          0 
      8746       9996      10227      10152      10127       3297          0 
      8756       9994      10227      10137      10127       3295          0 
      8768       9998      10227      10136      10127       3294          0 
      8776       9995      10227      10136      10127       3295          0 
      8783       9996      10227      10136      10127       3294          0 
      8778       9994      10227      10136      10127       3295          0 
      8768       9996      10227      10136      10127       3294          0 
      8758       9994      10227      10136      10127       3295          0 


Throughput: vblendpd r128,r128,i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      3234       3802      10227      10127       3323       3332          0 
      2869       3373      10227      10127       3327       3333          0 
      2871       3382      10227      10127       3328       3333          0 
      2849       3357      10227      10127       3328       3333          0 
      2851       3360      10227      10127       3328       3333          0 
      2847       3358      10227      10127       3328       3333          0 
      2849       3358      10227      10127       3328       3333          0 
      2851       3361      10227      10127       3328       3333          0 
      2849       3360      10227      10127       3328       3333          0 
      2845       3360      10227      10127       3328       3333          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      3822       4641      10227      10127          0          0       3346 
      2783       3382      10227      10127          0          0       3340 
      2762       3360      10227      10127          0          0       3340 
      2760       3357      10227      10127          0          0       3340 
      2760       3357      10227      10127          0          0       3340 
      2760       3357      10227      10127          0          0       3340 
      2765       3356      10227      10127          0          0       3340 
      2764       3359      10227      10127          0          0       3340 
      2764       3357      10227      10127          0          0       3340 
      2764       3357      10227      10127          0          0       3340 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      3187       3755      10227      10127        101          0      10150 
      2868       3381      10227      10127        103          0      10155 
      2846       3358      10227      10127        100          0      10150 
      2844       3357      10227      10127        100          0      10150 
      2844       3357      10227      10127        100          0      10150 
      2844       3357      10227      10127        100          0      10150 
      2847       3360      10227      10127        100          0      10150 
      2848       3358      10227      10127        100          0      10150 
      2846       3357      10227      10127        100          0      10150 
      2846       3357      10227      10127        100          0      10150 


Throughput: vblendpd r128,[m128],i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4799       5637      10227      20127       3324       3456       5005 
      4371       5138      10227      20127       3263       3483       5005 
      4367       5137      10227      20127       3284       3513       5006 
      4337       5104      10227      20127       3290       3505       5006 
      4336       5108      10227      20127       3290       3505       5006 
      4332       5105      10227      20127       3290       3505       5006 
      4330       5104      10227      20127       3290       3505       5006 
      4328       5107      10227      20127       3290       3505       5006 
      4325       5104      10227      20127       3290       3505       5006 
      4330       5104      10227      20127       3290       3505       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4720       5567      10227      20127       5006          0       3209 
      4360       5139      10227      20127       5006          0       3267 
      4362       5138      10227      20127       5006          0       3205 
      4335       5105      10227      20127       5006          0       3206 
      4341       5106      10227      20127       5006          0       3206 
      4342       5106      10227      20127       5006          0       3206 
      4345       5106      10227      20127       5006          0       3206 
      4351       5107      10227      20127       5006          0       3206 
      4345       5105      10227      20127       5006          0       3206 
      4344       5105      10227      20127       5006          0       3206 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      4849       5527      10227      20127        101          0      20153 
      4502       5135      10227      20127        102          0      20159 
      4496       5135      10227      20127        102          0      20159 
      4470       5104      10227      20127        100          0      20154 
      4467       5107      10227      20127        100          0      20154 
      4469       5104      10227      20127        100          0      20154 
      4475       5104      10227      20127        100          0      20154 
      4479       5108      10227      20127        100          0      20154 
      4478       5104      10227      20127        100          0      20154 
      4482       5104      10227      20127        100          0      20154 


Latency: vblendpd r256,r256,i

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      9268      10556      10227      10158      10127       3296          0 
      8766       9995      10227      10145      10127       3297          0 
      8761       9998      10227      10132      10127       3295          0 
      8747       9996      10227      10133      10127       3295          0 
      8743       9996      10227      10133      10127       3295          0 
      8753       9996      10227      10133      10127       3295          0 
      8761       9996      10227      10132      10127       3295          0 
      8771       9998      10227      10132      10127       3295          0 
      8780       9997      10227      10133      10127       3295          0 
      8774       9996      10227      10133      10127       3295          0 


Throughput: vblendpd r256,r256,i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      3440       3936      10227      10127       3308       3328          0 
      2944       3367      10227      10127       3327       3333          0 
      2958       3381      10227      10127       3328       3333          0 
      2957       3379      10227      10127       3328       3333          0 
      2938       3357      10227      10127       3328       3333          0 
      2942       3360      10227      10127       3328       3333          0 
      2938       3356      10227      10127       3328       3333          0 
      2940       3356      10227      10127       3328       3333          0 
      2944       3356      10227      10127       3328       3333          0 
      2946       3358      10227      10127       3328       3333          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      3301       3784      10227      10127          0          0       3367 
      2948       3370      10227      10127          0          0       3341 
      2962       3380      10227      10127          0          0       3340 
      2942       3358      10227      10127          0          0       3340 
      2945       3362      10227      10127          0          0       3340 
      2948       3357      10227      10127          0          0       3340 
      2944       3359      10227      10127          0          0       3340 
      2946       3357      10227      10127          0          0       3340 
      2950       3357      10227      10127          0          0       3340 
      2952       3361      10227      10127          0          0       3340 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      3322       3793      10227      10127        102          0      10147 
      2940       3358      10227      10127        100          0      10154 
      2960       3379      10227      10127        104          0      10152 
      2938       3358      10227      10127        100          0      10150 
      2942       3362      10227      10127        100          0      10150 
      2938       3358      10227      10127        100          0      10154 
      2940       3358      10227      10127        100          0      10150 
      2938       3359      10227      10127        100          0      10150 
      2942       3358      10227      10127        100          0      10150 
      2952       3363      10227      10127        100          0      10150 


Throughput: vblendpd r256,[m256],i

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      4792       5641      10227      20127       3439       3448       5006 
      4365       5135      10227      20127       3423       3470       5005 
      4366       5137      10227      20127       3423       3473       5006 
      4366       5138      10227      20127       3412       3425       5006 
      4344       5104      10227      20127       3408       3418       5006 
      4347       5105      10227      20127       3408       3418       5006 
      4348       5105      10227      20127       3408       3418       5006 
      4344       5105      10227      20127       3408       3418       5006 
      4342       5105      10227      20127       3408       3418       5006 
      4344       5104      10227      20127       3408       3418       5006 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      4809       5658      10227      20127       5006          0       3144 
      4365       5141      10227      20127       5006          0       3105 
      4355       5134      10227      20127       5006          0       3118 
      4361       5139      10227      20127       5006          0       3164 
      4330       5106      10227      20127       5006          0       3175 
      4329       5105      10227      20127       5006          0       3175 
      4332       5106      10227      20127       5006          0       3175 
      4334       5105      10227      20127       5006          0       3175 
      4340       5105      10227      20127       5006          0       3175 
      4338       5104      10227      20127       5006          0       3175 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      5130       5863      10227      20127        101          0      20156 
      4493       5137      10227      20127        102          0      20158 
      4494       5137      10227      20127        102          0      20159 
      4496       5135      10227      20127        102          0      20159 
      4475       5105      10227      20127        100          0      20154 
      4477       5104      10227      20127        100          0      20154 
      4484       5107      10227      20127        100          0      20154 
      4482       5105      10227      20127        100          0      20154 
      4483       5104      10227      20127        100          0      20154 
      4490       5108      10227      20127        100          0      20154 


Latency: blendvps r128,r128,xmm0

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
      8665      10192      10211      10157      10111       3298          0 
      8483       9991      10211      10140      10115       3300          0 
      8473       9991      10211      10145      10115       3299          0 
      8469       9991      10211      10149      10115       3304          0 
      8475       9992      10211      10124      10115       3305          0 
      8483       9991      10211      10123      10115       3305          0 
      8493       9991      10211      10124      10115       3305          0 
      8502       9991      10211      10124      10115       3305          0 
      8503       9991      10211      10124      10115       3305          0 
      8495       9992      10211      10124      10115       3305          0 


Throughput: blendvps r128,r128,xmm0

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      7678       8750      10211      10111       3288       3332          0 
      7503       8560      10211      10115       3298       3315          0 
      7482       8536      10211      10115       3296       3333          0 
      7478       8544      10211      10115       3290       3336          0 
      7474       8543      10211      10115       3290       3336          0 
      7483       8545      10211      10115       3290       3336          0 
      7490       8544      10211      10115       3290       3336          0 
      7494       8544      10211      10115       3290       3336          0 
      7504       8544      10211      10115       3290       3336          0 
      7508       8544      10211      10115       3290       3336          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      7680       8776      10211      10111          0          0       3384 
      7533       8609      10211      10115          0          0       3378 
      7471       8529      10211      10115          0          0       3374 
      7490       8544      10211      10115          0          0       3375 
      7500       8544      10211      10115          0          0       3375 
      7506       8544      10211      10115          0          0       3375 
      7506       8545      10211      10115          0          0       3375 
      7498       8543      10211      10115          0          0       3375 
      7490       8545      10211      10115          0          0       3375 
      7482       8544      10211      10115          0          0       3375 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      7464       8787      10211      10111        109          0      10142 
      7290       8572      10211      10115        107          0      10152 
      7274       8545      10211      10115        107          0      10152 
      7266       8536      10211      10115        109          0      10156 
      7264       8544      10211      10115         99          0      10122 
      7256       8544      10211      10115         99          0      10122 
      7250       8544      10211      10115         99          0      10122 
      7242       8545      10211      10115         99          0      10122 
      7244       8543      10211      10115        100          0      10122 
      7248       8544      10211      10115         99          0      10122 


Throughput: blendvps r128,[m128],xmm0

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      7541       9155      10211      20111       3338       3344       5003 
      7297       8866      10211      20115       3354       3300       5003 
      7261       8830      10211      20115       3344       3323       5004 
      7245       8817      10211      20115       3345       3305       5003 
      7257       8826      10211      20115       3347       3304       5003 
      7326       8899      10211      20115       3341       3326       5003 
      7285       8840      10211      20115       3345       3314       5004 
      7279       8825      10211      20115       3347       3304       5003 
      7283       8824      10211      20115       3347       3304       5003 
      7340       8898      10211      20115       3341       3326       5003 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      8263       9122      10211      20111       5003          0       3293 
      8031       8879      10211      20115       5004          0       3339 
      7972       8818      10211      20115       5003          0       3351 
      8051       8899      10211      20115       5003          0       3334 
      7997       8824      10211      20115       5003          0       3350 
      8003       8825      10211      20115       5003          0       3350 
      8012       8825      10211      20115       5003          0       3350 
      8082       8898      10211      20115       5003          0       3334 
      8002       8824      10211      20115       5003          0       3350 
      7995       8825      10211      20115       5003          0       3350 

     Clock   Core cyc   Instruct       Uops     uop p6     uop p7   uops RAT 
      7731       9089      10211      20111        103          0      20138 
      7482       8789      10211      20115        109          0      20162 
      7557       8888      10211      20115        107          0      20161 
      7486       8811      10211      20115        103          0      20152 
      7500       8840      10211      20115         99          0      20138 
      7499       8840      10211      20115         99          0      20134 
      7492       8839      10211      20115         99          0      20134 
      7496       8839      10211      20115         99          0      20134 
      7502       8839      10211      20115         99          0      20134 
      7512       8839      10211      20115         99          0      20134 


Latency: pblendvb r128,r128,xmm0

     Clock   Core cyc   Instruct   uops RAT       Uops     uop p0   Mov elim 
     15665      17887      10211      10119      10111       3301          0 
     14577      16650      10211      10139      10115       3300          0 
     14599      16649      10211      10141      10115       3297          0 
     14623      16648      10211      10119      10115       3298          0 
     14615      16647      10211      10119      10115       3297          0 
     14589      16650      10211      10119      10115       3297          0 
     14569      16648      10211      10119      10115       3298          0 
     14585      16649      10211      10119      10115       3297          0 
     14609      16649      10211      10119      10115       3298          0 
     14621      16649      10211      10119      10115       3297          0 


Throughput: pblendvb r128,r128,xmm0

     Clock   Core cyc   Instruct       Uops     uop p0     uop p1     uop p2 
      7657       8731      10211      10111       3291       3332          0 
      7513       8556      10211      10115       3290       3324          0 
      7505       8536      10211      10115       3296       3337          0 
      7503       8544      10211      10115       3290       3336          0 
      7499       8544      10211      10115       3290       3336          0 
      7494       8544      10211      10115       3290       3336          0 
      7484       8545      10211      10115       3290       3336          0 
      7478       8543      10211      10115       3290       3336          0 
      7481       8544      10211      10115       3290       3336          0 
      7488       8543      10211      10115       3290       3336          0 

     Clock   Core cyc   Instruct       Uops     uop p3     uop p4     uop p5 
      7450       8757      10211      10111          0          0       3382 
      7276       8561      10211      10115          0          0       3374 
      7248       8536      10211      10115          0          0       3372 
      7246       8544      10211      10115          0          0       3375 
      7244       8543      10211      10115          0          0       3375 
      7243       8543      10211      10115          0          0       3375 
